1.0,2.0,3.0,4.0,5.0,6.0,7.0
0.0,0.0,71.0,8.0373401079,0.135725193196,7.3,10.81
0.0,1.0,0.0,nan,nan,0.0,0.0
0.0,2.0,0.0,nan,nan,0.0,0.0
0.0,3.0,0.0,nan,nan,0.0,0.0
1.0,0.0,157.0,7.98932353167,0.151310995533,4.20512820513,3.13740959895
1.0,1.0,0.0,nan,nan,0.0,0.0
1.0,2.0,0.0,nan,nan,0.0,0.0
1.0,3.0,0.0,nan,nan,0.0,0.0
2.0,0.0,120.0,7.98718673451,0.124905635862,2.69863013699,1.90917620567
2.0,1.0,0.0,nan,nan,0.0,0.0
2.0,2.0,0.0,nan,nan,0.0,0.0
2.0,3.0,1.0,7.79543487152,0.0,0.0,0.0
3.0,0.0,176.0,7.9602819607,0.119912290644,3.29824561404,4.41982148353
3.0,1.0,0.0,nan,nan,0.0,0.0
3.0,2.0,0.0,nan,nan,0.0,0.0
3.0,3.0,0.0,nan,nan,0.0,0.0
4.0,0.0,135.0,7.94608659895,0.106906231926,1.62765957447,1.8294477139
4.0,1.0,0.0,nan,nan,0.0,0.0
4.0,2.0,0.0,nan,nan,0.0,0.0
4.0,3.0,0.0,nan,nan,0.0,0.0
5.0,0.0,166.0,7.87821994083,0.109307928298,3.31746031746,3.96271101033
5.0,1.0,0.0,nan,nan,0.0,0.0
5.0,2.0,0.0,nan,nan,0.0,0.0
5.0,3.0,0.0,nan,nan,0.0,0.0
6.0,0.0,152.0,7.85179924902,0.106813857564,2.10588235294,2.09467128028
6.0,1.0,0.0,nan,nan,0.0,0.0
6.0,2.0,0.0,nan,nan,0.0,0.0
6.0,3.0,0.0,nan,nan,0.0,0.0
7.0,0.0,231.0,7.87280544473,0.109902624649,3.5,3.89285714286
7.0,1.0,1.0,8.00427755634,0.0,0.0,0.0
7.0,2.0,0.0,nan,nan,0.0,0.0
7.0,3.0,0.0,nan,nan,0.0,0.0
8.0,0.0,156.0,7.88926501052,0.101929836782,1.94444444444,1.83024691358
8.0,1.0,0.0,nan,nan,0.0,0.0
8.0,2.0,0.0,nan,nan,0.0,0.0
8.0,3.0,4.0,7.96912117314,0.0264499383364,0.0,0.0
9.0,0.0,175.0,7.88925784327,0.119140529212,2.6338028169,2.09125173577
9.0,1.0,0.0,nan,nan,0.0,0.0
9.0,2.0,0.0,nan,nan,0.0,0.0
9.0,3.0,22.0,8.04241626323,0.0846398108842,7.33333333333,1.55555555556
10.0,0.0,235.0,7.8789717452,0.108765460199,3.25581395349,2.00432666306
10.0,1.0,0.0,nan,nan,0.0,0.0
10.0,2.0,2.0,8.32577474255,0.0346089575176,0.0,0.0
10.0,3.0,69.0,8.07661695629,0.0925956254117,7.2,5.56
11.0,0.0,78.0,7.82404459864,0.0726285519325,0.925925925926,0.846364883402
11.0,1.0,0.0,nan,nan,0.0,0.0
11.0,2.0,4.0,8.04190577491,0.0395112670693,0.0,0.0
11.0,3.0,130.0,8.06891288506,0.0910278349824,4.92592592593,6.06858710562
12.0,0.0,183.0,7.80812052993,0.081505462642,5.51428571429,6.19265306122
12.0,1.0,0.0,nan,nan,0.0,0.0
12.0,2.0,13.0,8.01864413321,0.0374204351123,6.5,0.25
12.0,3.0,201.0,8.09677565074,0.103647320139,3.13235294118,4.26189446367
13.0,0.0,149.0,7.79736822946,0.0984699313381,1.64210526316,1.45085872576
13.0,1.0,0.0,nan,nan,0.0,0.0
13.0,2.0,49.0,8.0255408013,0.0904944600228,6.375,4.734375
13.0,3.0,184.0,8.10793701993,0.142790439955,2.44117647059,2.91320645905
14.0,0.0,117.0,7.73790039318,0.1179009865,2.52054794521,2.27697504222
14.0,1.0,0.0,nan,nan,0.0,0.0
14.0,2.0,116.0,8.07142954929,0.101953486415,5.34782608696,8.40075614367
14.0,3.0,137.0,8.16834962056,0.0978985444847,1.84782608696,2.1724952741
15.0,0.0,198.0,7.78131422415,0.115249012323,4.29411764706,5.6585928489
15.0,1.0,0.0,nan,nan,0.0,0.0
15.0,2.0,187.0,8.12852344207,0.0963646659103,4.47727272727,2.79493801653
15.0,3.0,192.0,8.19637442593,0.0948678696467,3.10294117647,2.20999134948
16.0,0.0,153.0,7.7601571258,0.104012268335,1.48181818182,1.10421487603
16.0,1.0,0.0,nan,nan,0.0,0.0
16.0,2.0,280.0,8.12999859911,0.102460035806,3.0306122449,3.53987921699
16.0,3.0,220.0,8.21025512104,0.139559140219,3.29032258065,2.70065903573
17.0,0.0,161.0,7.74056675046,0.110860016561,2.37804878049,3.18634741225
17.0,1.0,6.0,8.03037326011,0.095359789859,0.0,0.0
17.0,2.0,111.0,8.12110847016,0.115748285979,1.24657534247,1.15837868268
17.0,3.0,81.0,8.24676846783,0.124305809542,0.961165048544,0.852860778584
18.0,0.0,229.0,7.73213459023,0.10682545723,3.05063291139,2.95946162474
18.0,1.0,10.0,8.06208138762,0.0615576678513,5.0,4.0
18.0,2.0,163.0,8.08822557068,0.119816423535,2.98275862069,2.18935790725
18.0,3.0,163.0,8.20712131323,0.108246607359,4.12195121951,4.69244497323
19.0,0.0,130.0,7.72734633552,0.0773845977884,1.65254237288,1.56571387532
19.0,1.0,53.0,8.04401197373,0.0819366159245,8.66666666667,7.22222222222
19.0,2.0,194.0,8.01440602511,0.153667870051,2.79310344828,2.66983749505
19.0,3.0,111.0,8.21198022792,0.104225498503,2.51282051282,2.32675871137
20.0,0.0,157.0,7.68762259644,0.0863186861714,2.55223880597,2.63533080864
20.0,1.0,120.0,8.03069026324,0.0983678827367,5.32,5.0976
20.0,2.0,78.0,8.12053174992,0.183504720132,1.19101123596,1.18823380886
20.0,3.0,225.0,8.16992426981,0.11454837461,3.74193548387,2.83662851197
21.0,0.0,107.0,7.67232926714,0.0783078972406,2.24242424242,1.54729109275
21.0,1.0,240.0,8.02255226713,0.0999315490625,4.93442622951,4.45471647407
21.0,2.0,175.0,8.1077365017,0.170970368313,5.375,5.859375
21.0,3.0,89.0,8.2100567763,0.10701726325,1.07339449541,0.875347192997
22.0,0.0,210.0,7.70969534987,0.0860295530575,3.74576271186,4.5285837403
22.0,1.0,93.0,8.06020997276,0.113800319135,1.00869565217,1.13905482042
22.0,2.0,170.0,8.10735812391,0.138670438851,2.16091954023,1.95111639583
22.0,3.0,188.0,8.16410613335,0.11718282736,3.6,3.73090909091
23.0,0.0,84.0,7.71041918105,0.112691884102,1.12244897959,0.923781757601
23.0,1.0,151.0,8.07880003343,0.109762718241,3.3125,2.75651041667
23.0,2.0,110.0,8.12287738174,0.133349611968,1.65217391304,1.87901701323
23.0,3.0,93.0,8.23669482002,0.0917779976032,1.41666666667,1.68055555556
24.0,0.0,230.0,7.77956198548,0.119016154558,5.21739130435,5.64839319471
24.0,1.0,109.0,8.06085071861,0.11198452074,2.09090909091,1.80991735537
24.0,2.0,159.0,8.12049942455,0.108702247383,3.03278688525,2.8841709218
